YBR083W	2	409169	410629		
YBR084C-A	2	415261	414186		
YBR084W	2	411054	413981		
YBR085C-A	2	419164	418907		
YBR085W	2	415983	416906		
YBR086C	2	423041	420201		
YBR087W	2	423765	424829		
YBR088C	2	425766	424990		
YBR089C-A	2	426489	426190		
YBR090C	2	427058	426333		
YBR091C	2	427484	427155		
YBR092C	2	429101	427698		
YBR093C	2	430951	429548		
YBR094W	2	432036	434297		
YBR095C	2	435698	434406		
YBR096W	2	436021	436713		
YBR097W	2	436951	441315		
YBR098W	2	441515	443590		
YBR101C	2	444693	443821		
YBR102C	2	447323	445062		
YBR103W	2	447709	449316		
YBR104W	2	449667	450656		
YBR105C	2	451969	450881		
YBR106W	2	452658	453224		
YBR107C	2	454530	453793		
YBR108W	2	454822	457665		
YBR109C	2	458362	457919		
YBR110W	2	458872	460221		
YBR111C	2	461873	461178		
YBR111W-A	2	462139	462579		
YBR112C	2	465770	462870		
YBR114W	2	467248	469620		
YBR115C	2	473926	469748		
YBR117C	2	476437	474392		
YBR118W	2	477671	479047		
YBR119W	2	479338	480323		
YBR120C	2	480923	480435		
YBR121C	2	483367	481364		
YBR122C	2	484503	483970		
YBR123C	2	486691	484742		
YBR125C	2	488380	487199		
YBR126C	2	490392	488905		
YBR127C	2	492822	491269		
YBR128C	2	494115	493081		
YBR129C	2	495339	494353		
YBR130C	2	496869	495592		
YBR131W	2	497163	499277		
YBR132C	2	501442	499652		
YBR133C	2	504287	501804		
YBR135W	2	504854	505306		
YBR136W	2	505668	512774		
YBR137W	2	513044	513583		
YBR138C	2	515336	513762		
YBR139W	2	515664	517190		
YBR140C	2	526628	517350		
YBR141C	2	528038	527025		
YBR142W	2	528317	530638		
YBR143C	2	532182	530869		
YBR145W	2	533762	534817		
YBR146W	2	535260	536096		
YBR147W	2	536575	537465		
YBR148W	2	537876	539705		
YBR149W	2	539987	541021		
YBR150C	2	544493	541209		
YBR151W	2	545028	545978		
YBR152W	2	546376	547251		
YBR153W	2	547460	548194		
YBR154C	2	549009	548362		
YBR155W	2	549771	550928		
YBR156C	2	553200	551104		
YBR157C	2	554310	553543		
YBR158W	2	556549	558198		
YBR159W	2	558685	559728		
YBR160W	2	560078	560974		
YBR161W	2	561634	562764		
YBR162C	2	564570	563203		
YBR162W-A	2	565231	565428		
YBR163W	2	565723	567480		
YBR164C	2	568426	567875		
YBR165W	2	568852	569685		
YBR166C	2	571200	569842		
YBR167C	2	571890	571468		
YBR168W	2	572371	573612		
YBR169C	2	575996	573915		
YBR170C	2	578086	576344		
YBR171W	2	578364	578984		
YBR172C	2	581372	579150		
YBR173C	2	582172	581726		
YBR175W	2	582408	583355		
YBR176W	2	583720	584658		
YBR177C	2	586162	584807		
YBR179C	2	589114	586547		
YBR180W	2	589741	591459		
YBR181C	2	592774	591712		
YBR182C	2	594864	593506		
YBR182C-A	2	595555	595361		
YBR183W	2	596115	597065		
YBR184W	2	597363	598934		
YBR185C	2	599959	599123		
YBR186W	2	600553	602360		
YBR187W	2	602634	603476		
YBR188C	2	604107	603685		
YBR189W	2	604508	605508		
YBR191W	2	606270	607140		
YBR192W	2	607652	608785		
YBR193C	2	609753	609082		
YBR194W	2	610038	610409		
YBR195C	2	611882	610614		
YBR196C	2	613900	612236		
YBR196C-A	2	614173	614024		
YBR196C-B	2	614630	614526		
YBR197C	2	615856	615203		
YBR198C	2	618523	616127		
YBR199W	2	618909	620303		
YBR200W	2	620872	622527		
YBR200W-A	2	622983	623147		
YBR201C-A	2	624696	624493		
YBR201W	2	623576	624211		
YBR202W	2	625772	628309		
YBR203W	2	629168	631942		
YBR204C	2	633381	632254		
YBR205W	2	633622	634836		
YBR207W	2	635146	636543		
YBR208C	2	642210	636703		
YBR210W	2	645550	645978		
YBR211C	2	647132	646158		
YBR212W	2	647886	649904		
YBR213W	2	650368	651192		
YBR214W	2	651415	652998		
YBR215W	2	653356	655317		
YBR216C	2	657600	655576		
YBR217W	2	657832	658392		
YBR218C	2	662249	658707		
YBR219C	2	663303	662499		
YBR220C	2	664677	662995		
YBR221C	2	666253	665153		
YBR221W-A	2	666538	666642		
YBR222C	2	668351	666720		
YBR223C	2	670297	668663		
YBR225W	2	670627	673329		
YBR227C	2	675134	673572		
YBR228W	2	675313	676227		
YBR229C	2	679221	676357		
YBR230C	2	680050	679549		
YBR230W-A	2	680362	680562		
YBR231C	2	683090	682179		
YBR233W	2	683428	684669		
YBR233W-A	2	684977	685261		
YBR234C	2	686592	685438		
YBR235W	2	686901	690263		
YBR236C	2	691693	690383		
YBR237W	2	691969	694518		
YBR238C	2	697302	695107		
YBR239C	2	699943	698354		
YBR240C	2	701842	700490		
YBR241C	2	704055	702589		
YBR242W	2	704670	705386		
YBR243C	2	706793	705447		
YBR244W	2	707528	708016		
YBR245C	2	711539	708150		
YBR246W	2	711591	712754		
YBR247C	2	714455	713004		
YBR248C	2	716465	714807		
YBR249C	2	717994	716882		
YBR250W	2	719033	720604		
YBR251W	2	721390	722313		
YBR252W	2	722611	723054		
YBR253W	2	723270	723635		
YBR254C	2	724263	723736		
YBR255C-A	2	727074	726618		
YBR255W	2	724456	726540		
YBR256C	2	728102	727386		
YBR257W	2	728885	729724		
YBR258C	2	730162	729734		
YBR259W	2	730387	732453		
YBR260C	2	734639	732639		
YBR261C	2	735530	734832		
YBR262C	2	736040	735720		
YBR263W	2	736264	737736		
YBR264C	2	738369	737770		
YBR265W	2	738582	739544		
YBR267W	2	739841	741022		
YBR268W	2	741299	741616		
YBR269C	2	742576	742160		
YBR270C	2	744398	742761		
YBR271W	2	744852	746111		
YBR272C	2	747803	746361		
YBR273C	2	749371	748061		
YBR274W	2	749594	751177		
YBR275C	2	757106	751356		
YBR276C	2	760043	757620		
YBR278W	2	760294	760899		
YBR279W	2	761257	762594		
YBR280C	2	764697	762784		
YBR281C	2	767606	764970		
YBR282W	2	768240	768680		
YBR283C	2	770415	768943		
YBR284W	2	771239	773632		
YBR285W	2	773922	774356		
YBR286W	2	774700	776313		
YBR287W	2	776571	777854		
YBR288C	2	779463	778012		
YBR289W	2	779667	782384		
YBR290W	2	782591	783556		
YBR291C	2	784572	783673		
YBR293W	2	787006	788430		
YBR294W	2	789235	791814		
YBR295W	2	792849	796499		
YBR296C	2	798522	796798		
YBR296C-A	2	800242	800123		
YBR297W	2	800523	801929		
YBR298C	2	804475	802631		
YBR298C-A	2	805256	805035		
YBR299W	2	805351	807105		
YBR301W	2	809057	809419		
YBR302C	2	811479	810340		
YCL001W	3	111916	112482		
YCL001W-A	3	113080	113541		
YCL001W-B	3	113770	114024		
YCL002C	3	111675	110808		
YCL004W	3	109105	110670		
YCL005W	3	108021	108791		
YCL005W-A	3	107023	107417		
YCL008C	3	106853	105696		
YCL009C	3	105548	104619		
YCL010C	3	104350	103571		
YCL011C	3	103358	102075		
YCL012C	3	101788	101317		
YCL014W	3	96281	101191		
YCL016C	3	95763	94621		
YCL017C	3	94270	92777		
YCL018W	3	91324	92418		
YCL021W-A	3	83620	83997		
YCL024W	3	79162	82275		
YCL025C	3	77919	76018		
YCL026C-A	3	75285	74704		
YCL026C-B	3	73986	73405		
YCL027W	3	71803	73341		
YCL028W	3	70150	71367		
YCL029C	3	69921	68599		
YCL030C	3	68333	65934		
YCL031C	3	65568	64675		
YCL032W	3	63441	64481		
YCL033C	3	63282	62776		
YCL034W	3	61658	62722		
YCL035C	3	61173	60841		
YCL036W	3	59026	60726		
YCL037C	3	58678	57374		
YCL038C	3	56527	54941		
YCL039W	3	52645	54882		
YCL040W	3	50838	52340		
YCL042W	3	50584	50943		
YCL043C	3	50221	48653		
YCL044C	3	48364	47111		
YCL045C	3	46905	44623		
YCL047C	3	44437	43661		
YCL048W	3	42165	43556		
YCL048W-A	3	41488	41727		
YCL049C	3	40724	39786		
YCL050C	3	38801	37836		
YCL051W	3	35865	37616		
YCL052C	3	35393	34143		
YCL054W	3	31449	33974		
YCL055W	3	27929	28936		
YCL056C	3	27359	26925		
YCL057C-A	3	24325	24032		
YCL057W	3	24768	26906		
YCL058C	3	23981	23523		
YCL058W-A	3	23584	23925		
YCL059C	3	23379	22429		
YCL061C	3	22106	18816		
YCL063W	3	17290	18561		
YCL064C	3	16880	15798		
YCL066W	3	13282	13809		
YCL067C	3	13018	12386		
YCL068C	3	12285	11503		
YCL069W	3	9706	11082		
YCL073C	3	8326	6479		
YCR002C	3	118348	117380		
YCR003W	3	118620	119171		
YCR004C	3	120318	119575		
YCR005C	3	122328	120946		
YCR007C	3	126730	126011		
YCR008W	3	128470	130281		
YCR009C	3	131542	130745		
YCR010C	3	133124	132273		
YCR011C	3	136873	133724		
YCR012W	3	137746	138996		
YCR014C	3	140933	139185		
YCR015C	3	142170	141217		
YCR016W	3	143634	144506		
YCR017C	3	147634	144773		
YCR018C	3	148903	148238		
YCR019W	3	152837	153928		
YCR020C	3	154659	154012		
YCR020C-A	3	155096	154830		
YCR020W-B	3	155320	155556		
YCR021C	3	157107	156109		
YCR023C	3	160373	158538		
YCR024C	3	162222	160744		
YCR024C-A	3	163067	162945		
YCR024C-B	3	162865	162599		
YCR026C	3	166339	164111		
YCR027C	3	167999	167370		
YCR028C	3	172424	170886		
YCR028C-A	3	173440	172950		
YCR030C	3	176438	173826		
YCR031C	3	178220	177500		
YCR032W	3	179520	186023		
YCR033W	3	186489	190169		
YCR034W	3	190592	191635		
YCR035C	3	193018	191834		
YCR036W	3	193297	194298		
YCR037C	3	197185	194414		
YCR038C	3	199549	197621		
YCR039C	3	200178	199546		
YCR040W	3	200442	200969		
YCR042C	3	205397	201174		
YCR043C	3	206644	206261		
YCR044C	3	207950	206877		
YCR045C	3	209610	208135		
YCR046C	3	210423	209914		
YCR047C	3	211545	210718		
YCR048W	3	211929	213761		
YCR050C	3	213772	213464		
YCR051W	3	214071	214739		
YCR052W	3	214994	216445		
YCR053W	3	216697	218241		
YCR054C	3	220067	218376		
YCR057C	3	223228	220457		
YCR059C	3	224230	223454		
YCR060W	3	224399	224734		
YCR061W	3	225563	227458		
YCR063W	3	228318	228791		
YCR065W	3	229310	231004		
YCR066W	3	231500	232963		
YCR067C	3	236322	233125		
YCR068W	3	237214	238776		
YCR069W	3	239055	240011		
YCR071C	3	240543	240103		
YCR072C	3	242352	240805		
YCR073C	3	246583	242588		
YCR073W-A	3	246963	247910		
YCR075C	3	248815	248033		
YCR075W-A	3	248975	249202		
YCR076C	3	250045	249293		
YCR077C	3	252628	250238		
YCR079W	3	252845	254173		
YCR081W	3	254371	258654		
YCR082W	3	258883	259269		
YCR083W	3	259578	259961		
YCR084C	3	262452	260311		
YCR086W	3	263392	263964		
YCR087C-A	3	264467	264006		
YCR088W	3	265068	266846		
YCR089W	3	267434	272263		
YCR090C	3	272863	272315		
YCR091W	3	274404	276566		
YCR092C	3	279820	276764		
YCR093W	3	280117	286443		
YCR094W	3	286762	287937		
YCR095C	3	289258	288170		
YCR095W-A	3	289639	289797		
YCR096C	3	293538	293179		
YCR097W	3	293835	294321		
YCR098C	3	298605	297049		
YCR099C	3	301299	300832		
YCR100C	3	302221	301271		
YCR101C	3	303030	302482		
YCR102C	3	305467	304361		
YCR104W	3	307801	308175		
YCR105W	3	309070	310155		
YCR106W	3	310958	313456		
YCR107W	3	313890	314981		
YCR108C	3	316188	315997		
YDL001W	4	447984	449276		
YDL002C	4	447578	446967		
YDL003W	4	444683	446383		
YDL004W	4	443029	443511		
YDL005C	4	442309	441014		
YDL006W	4	439909	440754		
YDL007C-A	4	436824	436567		
YDL007W	4	438047	439360		
YDL008W	4	433497	433994		
YDL010W	4	432330	433025		
YDL012C	4	431517	431108		
YDL013W	4	429067	430926		
YDL014W	4	427364	428347		
YDL015C	4	426934	426002		
YDL017W	4	424209	425732		
YDL018C	4	423510	422833		
YDL019C	4	421514	417663		
YDL020C	4	416708	415113		
YDL021W	4	413953	414888		
YDL022W	4	411825	413000		
YDL024C	4	409857	408451		
YDL025C	4	407206	405344		
YDL027C	4	404957	403695		
YDL028C	4	403291	400997		
YDL029W	4	399340	400638		
YDL030W	4	397537	399129		
YDL031W	4	394217	397204		
YDL033C	4	393912	392659		
YDL035C	4	392057	389172		
YDL036C	4	388901	387513		
YDL037C	4	385587	384601		
YDL039C	4	384081	381985		
YDL040C	4	381438	378874		
YDL042C	4	378445	376757		
YDL043C	4	376480	375680		
YDL044C	4	375289	373967		
YDL045C	4	373608	372688		
YDL045W-A	4	372248	372535		
YDL046W	4	371240	371761		
YDL047W	4	369771	370706		
YDL048C	4	368211	366739		
YDL049C	4	365874	365068		
YDL051W	4	363952	364779		
YDL052C	4	363583	362672		
YDL053C	4	362256	361699		
YDL054C	4	361285	359825		
YDL055C	4	356759	355674		
YDL056W	4	352877	355378		
YDL057W	4	351434	352420		
YDL058W	4	345665	351037		
YDL059C	4	344953	344237		
YDL060W	4	341619	343985		
YDL061C	4	340798	340628		
YDL063C	4	340134	338272		
YDL064W	4	337487	338070		
YDL065C	4	337277	336249		
YDL066W	4	334835	336121		
YDL067C	4	334396	334217		
YDL069C	4	333810	333121		
YDL070W	4	331024	332940		
YDL072C	4	330447	329836		
YDL073W	4	326613	329567		
YDL074C	4	326149	324047		
YDL075W	4	322226	322988		
YDL076C	4	321552	320668		
YDL077C	4	320120	316971		
YDL078C	4	316388	315357		
YDL079C	4	314748	312951		
YDL080C	4	312471	310642		
YDL081C	4	310122	309802		
YDL082W	4	308424	309388		
YDL083C	4	307789	306926		
YDL084W	4	305237	306577		
YDL085C-A	4	302670	302464		
YDL085W	4	303211	304848		
YDL086W	4	301413	302234		
YDL087C	4	300999	300214		
YDL088C	4	300003	298417		
YDL089W	4	296820	298274		
YDL090C	4	296329	295034		
YDL091C	4	294759	293392		
YDL092W	4	292781	293221		
YDL093W	4	289909	292140		
YDL095W	4	287059	289512		
YDL097C	4	286695	285391		
YDL098C	4	285165	284581		
YDL099W	4	283419	284444		
YDL100C	4	283176	282112		
YDL101C	4	281848	280307		
YDL102W	4	276872	280165		
YDL103C	4	276581	275148		
YDL104C	4	274876	273653		
YDL105W	4	272389	273597		
YDL106C	4	271901	270222		
YDL107W	4	268921	269976		
YDL108W	4	267698	268699		
YDL109C	4	267201	265258		
YDL110C	4	264964	264512		
YDL111C	4	264110	263313		
YDL112W	4	258915	263225		
YDL113C	4	258555	256633		
YDL114W	4	255604	256530		
YDL115C	4	255126	253995		
YDL116W	4	251566	253746		
YDL117W	4	248581	251238		
YDL118W	4	247302	247682		
YDL119C	4	247612	246689		
YDL120W	4	245923	246447		
YDL121C	4	245582	245133		
YDL122W	4	242552	244981		
YDL123W	4	241418	241840		
YDL124W	4	240259	241197		
YDL125C	4	239606	239019		
YDL126C	4	238664	236157		
YDL127W	4	234927	235853		
YDL128W	4	232652	233887		
YDL129W	4	231024	231899		
YDL130W	4	229906	230527		
YDL130W-A	4	229171	229431		
YDL131W	4	227393	228715		
YDL132W	4	224304	226751		
YDL133C-A	4	221801	221724		
YDL133W	4	222427	223740		
YDL134C	4	220771	219662		
YDL135C	4	219288	218680		
YDL136W	4	217600	218367		
YDL137W	4	216529	217074		
YDL138W	4	213351	215642		
YDL139C	4	212046	211375		
YDL140C	4	210561	205360		
YDL141W	4	203039	205111		
YDL142C	4	202570	201719		
YDL143W	4	199996	201582		
YDL144C	4	199732	198662		
YDL145C	4	198176	194571		
YDL146W	4	192750	194225		
YDL147W	4	190924	192261		
YDL148C	4	190586	188154		
YDL149W	4	184925	187918		
YDL150W	4	183343	184611		
YDL153C	4	183018	181186		
YDL154W	4	178334	181039		
YDL155W	4	176773	178056		
YDL156W	4	174918	176486		
YDL157C	4	174588	174232		
YDL159W	4	172481	174028		
YDL159W-A	4	172182	172313		
YDL160C	4	171930	170410		
YDL160C-A	4	169608	169366		
YDL161W	4	167714	169078		
YDL164C	4	167254	164987		
YDL165W	4	164290	164865		
YDL166C	4	164042	163449		
YDL167C	4	163154	160995		
YDL168W	4	159604	160764		
YDL169C	4	158735	158064		
YDL170W	4	156318	157904		
YDL171C	4	155640	149203		
YDL173W	4	148191	149078		
YDL174C	4	147589	145826		
YDL175C	4	145518	144484		
YDL176W	4	142097	144223		
YDL177C	4	141721	141209		
YDL178W	4	139522	141114		
YDL179W	4	138291	139205		
YDL180W	4	135896	137539		
YDL181W	4	135179	135436		
YDL182W	4	133437	134723		
YDL183C	4	131833	130871		
YDL184C	4	130484	130407		
YDL185W	4	126787	130002		
YDL186W	4	125616	126449		
YDL188C	4	124998	123865		
YDL189W	4	122216	123589		
YDL190C	4	121592	118707		
YDL191W	4	117664	118517		
YDL192W	4	116321	116866		
YDL193W	4	114672	115799		
YDL194W	4	111580	114234		
YDL195W	4	107208	111029		
YDL197C	4	106494	104917		
YDL198C	4	104551	103649		
YDL199C	4	103353	101290		
YDL200C	4	101067	100501		
YDL201W	4	99561	100421		
YDL202W	4	98475	99224		
YDL203C	4	97953	96082		
YDL204W	4	94605	95786		
YDL205C	4	93745	92762		
YDL206W	4	90176	92464		
YDL207W	4	88248	89864		
YDL208W	4	87512	87982		
YDL209C	4	87226	86207		
YDL210W	4	84270	85985		
YDL211C	4	80412	79294		
YDL212W	4	78426	79058		
YDL213C	4	77966	77289		
YDL214C	4	76545	74446		
YDL215C	4	73918	70640		
YDL216C	4	70319	68997		
YDL217C	4	68606	67983		
YDL218W	4	66493	67446		
YDL219W	4	65242	65765		
YDL220C	4	65018	62244		
YDL222C	4	61801	60872		
YDL223C	4	60405	57265		
YDL224C	4	56346	54397		
YDL225W	4	52445	54100		
YDL226C	4	52173	51115		
YDL227C	4	48031	46271		
YDL229W	4	44065	45906		
YDL230W	4	42700	43707		
YDL231C	4	42244	38867		
YDL232W	4	38487	38597		
YDL233W	4	36797	38173		
YDL234C	4	36477	34237		
YDL235C	4	33918	33415		
YDL236W	4	32296	33234		
YDL237W	4	30657	31829		
YDL238C	4	30454	28985		
YDL239C	4	28775	26403		
YDL240W	4	22823	25876		
YDL241W	4	20635	21006		
YDL243C	4	18566	17577		
YDL244W	4	16204	17226		
YDL245C	4	13360	11657		
YDL246C	4	9756	8683		
YDL247W	4	5985	7814		
YDL248W	4	1802	2953		
YDR001C	4	452475	450220		
YDR002W	4	453045	453650		
YDR003W	4	454122	454754		
YDR003W-A	4	454782	454904		
YDR004W	4	455201	456583		
YDR005C	4	458103	456836		
YDR006C	4	461247	458542		
YDR007W	4	461842	462516		
YDR009W	4	463434	464996		
YDR011W	4	465919	470424		
YDR012W	4	471853	472941		
YDR013W	4	473157	473783		
YDR014W	4	474046	475989		
YDR014W-A	4	477797	478285		
YDR016C	4	478758	478474		
YDR017C	4	482267	479115		
YDR018C	4	483860	482670		
YDR019C	4	485365	484163		
YDR020C	4	486444	485746		
YDR021W	4	486804	488003		
YDR022C	4	488662	488072		
YDR023W	4	489508	490896		
YDR025W	4	491515	492324		
YDR026C	4	494268	492556		
